"編號",資料名稱,資料來源,更新頻率,檔案格式,主要欄位,資料連結網址,分類及編號,資料集描述,主要欄位說明,資料集類型,資源格式,最後更新時間,資料集提供機關,資料量,收錄期間(起),收錄期間(迄),授權方式,計費方式,計費說明網址,計費法令依據,資料集說明網址,編碼格式,標籤/關鍵字,建立日期,資料集提供機關聯絡人,資料集提供機關電話,資料集提供機關聯絡人電子郵件,備註
1324,桃園市轄內西醫診所(含診療科別),380140000I 【衛生局】,每半年,CSV,機構名稱(機構名稱)、市(市)、區(區)、地址(地址)、電話(電話)、診療科別1(診療科別1)、診療科別2(診療科別2)、診療科別3(診療科別3)、診療科別4(診療科別4)、診療科別5(診療科別5)、診療科別6(診療科別6),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=eafabe82-1745-4e13-a2a1-3a36edaeb02a,公共資訊 (948),桃園市轄內西醫診所，地址，電話，診療科別,機構名稱(機構名稱)、市(市)、區(區)、地址(地址)、電話(電話)、診療科別1(診療科別1)、診療科別2(診療科別2)、診療科別3(診療科別3)、診療科別4(診療科別4)、診療科別5(診療科別5)、診療科別6(診療科別6),原始資料,CSV,2018-04-10 14:16:01,380140000I 【衛生局】,,,,政府資料開放授權條款－第1版,,,,,Big5,"""桃園市, 就醫, 衛生局, 西醫診所""",2017-03-13 10:31:29,呂先生,3340935#2312,10017746@mail.tycg.gov.tw,
1325,桃園航空城計畫機場園區第8場預備聽證會議實錄,380160000A 【地政局】,不定期,URL,桃園航空城計畫機場園區第8場預備聽證會議實錄,https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=eb454b24-f02f-4b54-9106-57d842ce1c6b,公共資訊 (948),""" 擬定桃園國際機場園區及附近地區特定區計畫於103年7月29日經內政部都市計畫委員會第832次會議審定，都市計畫面積為4,687公頃，區段徵收面積為3,155公頃。機場園區為一期開發，開發面積為1,481公頃，由交通部民用航空局辦理，附近地區分為二期開發，開發面積分別為1,160公頃及514公頃，由桃園市政府辦理，其中附近地區第一期於都市計畫審議通過後，即可進行區段徵收相關前置作業，附近地區第二期則需俟第一期之產業招商權責發生率達60％以上始得啟動。 本計畫依據土地徵收條例第10條及其施行細則第11條之1規定，於行政院核定重大建設之徵收範圍內有特定農業區農牧用地土地者，需用土地人需先徵詢地主，如地主對該土地納入徵收之必要性提出異議，經中央目的事業主管機關說明後仍有異議時，依規定由交通部(中央目的事業主管機關)舉辦聽證，本案聽證程序相關庶務工作由交通部民航局與市政府負責。 為使聽證順利進行，本次聽證分為二階段，第一階段為預備聽證，主要目的為釐清聽證爭議點及議定聽證程序；第二階段為正式聽證，就預備聽證所歸納之爭議點作為議題，舉辦聽證時，當事人得陳述意見、提出證據、經主持人同意後得對機關指定人員、其他當事人或代理人等發問，以釐清事實真相，並作成聽證紀錄。 交通部業於104年10月3日至11月15日舉辦機場園區及附近地區(第一期)預備聽證會議，共計24場，參與民眾約5,000人次，實際發言約435人次，各場次依現場民眾陳述意見情形均詳實記錄，並作成預備聽證會議實錄。本場次為104年11月1日(日)機場園區第8場次會議實錄，主持人為解鴻年教授，舉辦地點為?林國小。""",桃園航空城計畫機場園區第8場預備聽證會議實錄,原始資料,URL,2016-02-23 08:38:27,380160000A 【地政局】,1,2015-11-01,2015-11-01,政府資料開放授權條款－第1版,,,,,,"""會議實錄, 航空城, 預備聽證""",2016-02-23 08:31:27,李小姐,(03)3322101分機5315-5318,127175@mail.tycg.gov.tw,
1326,桃園市各都市計畫-通盤檢討辦理情形彙整表,380360000G 【都市發展局】,不定期,CSV,編號(編號)、都市計畫名稱(都市計畫名稱)、歷次通盤檢討公告實施日期原計畫(歷次通盤檢討公告實施日期原計畫)、歷次通盤檢討公告實施日期一通(歷次通盤檢討公告實施日期一通)、歷次通盤檢討公告實施日期二通(歷次通盤檢討公告實施日期二通)、歷次通盤檢討公告實施日期三通(歷次通盤檢討公告實施日期三通)、歷次通盤檢討公告實施日期四通(歷次通盤檢討公告實施日期四通),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=eb877d59-c060-4f48-b9cc-75b2f6ca4233,公共資訊 (948),桃園市各都市計畫-通盤檢討辦理情形彙整表,編號(編號)、都市計畫名稱(都市計畫名稱)、歷次通盤檢討公告實施日期原計畫(歷次通盤檢討公告實施日期原計畫)、歷次通盤檢討公告實施日期一通(歷次通盤檢討公告實施日期一通)、歷次通盤檢討公告實施日期二通(歷次通盤檢討公告實施日期二通)、歷次通盤檢討公告實施日期三通(歷次通盤檢討公告實施日期三通)、歷次通盤檢討公告實施日期四通(歷次通盤檢討公告實施日期四通),原始資料,CSV,2018-03-26 16:46:23,380360000G 【都市發展局】,,,,政府資料開放授權條款－第1版,,,,,UTF-8,"""都市計畫通盤檢討, 都發局""",2016-02-24 07:00:16,蔡先生,03-3322101#5780,10007260@mail.tycg.gov.tw,
1327,桃園市儲蓄互助社名冊,380120000J 【社會局】,不定期,CSV,社名(名稱)、理事主席(負責人)、社址(機關地址),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=ebc8842d-64c5-446f-8510-8ca564659c39,公共資訊 (948),儲蓄互助社名、理事主席及聯絡地址等資訊。,社名(名稱)、理事主席(負責人)、社址(機關地址),原始資料,CSV,2018-03-21 19:21:10,380120000J 【社會局】,,,,政府資料開放授權條款－第1版,,,,,UTF-8,儲蓄互助社,2016-06-07 06:09:25,吳小姐,(03)3322101#6314,101006@mail.tycg.gov.tw,
1328,桃園市社區發展協會名冊,380120000J 【社會局】,不定期,CSV,行政區(行政區域)、社區發展協會名稱(機關名稱)、理事長姓名(團體負責人)、會址(機關地址)、電話(機關電話)、傳真(機關傳真號碼)、成立日期(團體成立時間)、網址(團體網頁)、社區活動中心數(社區活動數量)、社區發展協會附設長壽俱樂部數(社區發展協會附設長壽俱樂部數量)、社區發展協會附設成長教室數(社區發展協會附設成長教室數量)、社區發展協會附設守望相助隊數(社區發展協會附設守望相助協會數量)、社區發展協會附設民俗技藝團隊數(社區發展協會附設民俗技藝團隊數量)、社區照顧關懷據點數(社區照顧關懷據點數量)、社區圖書室數(社區圖書室數量),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=ec66fc76-828a-4243-8f69-d82943e1754d,公共資訊 (948),使民眾瞭解本府立案之本市社區發展協會，以利各轄區之民眾申請加入，一同參與社區發展工作之推展。,行政區(行政區域)、社區發展協會名稱(機關名稱)、理事長姓名(團體負責人)、會址(機關地址)、電話(機關電話)、傳真(機關傳真號碼)、成立日期(團體成立時間)、網址(團體網頁)、社區活動中心數(社區活動數量)、社區發展協會附設長壽俱樂部數(社區發展協會附設長壽俱樂部數量)、社區發展協會附設成長教室數(社區發展協會附設成長教室數量)、社區發展協會附設守望相助隊數(社區發展協會附設守望相助協會數量)、社區發展協會附設民俗技藝團隊數(社區發展協會附設民俗技藝團隊數量)、社區照顧關懷據點數(社區照顧關懷據點數量)、社區圖書室數(社區圖書室數量),原始資料,CSV,2018-03-22 13:57:28,380120000J 【社會局】,,,,政府資料開放授權條款－第1版,,,,,Big5,社區發展協會,2016-06-07 07:02:32,李小姐,(03)3322101#6336,10019724@mail.tycg.gov.tw,
1329,103年桃園市土地公告現值-桃園,380160000A 【地政局】,不定期,CSV,行政區(行政區名稱)、段小段(段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=ec682e16-bc92-4fa9-8e3d-046e38528dbf,購屋及遷徒 (195),103年桃園市土地公告現值,行政區(行政區名稱)、段小段(段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),原始資料,CSV,2018-03-14 09:21:36,380160000A 【地政局】,,,,政府資料開放授權條款－第1版,,,,,UTF-8,"""公告現值, 桃園, 103""",2018-01-02 13:51:59,王先生,03-3322101#5353,10029563@mail.tycg.gov.tw,
1330,101年桃園市土地公告現值-復興,380160000A 【地政局】,不定期,CSV,行政區(行政區名稱)、段小段(地段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=ec775f25-e468-4f87-843f-bd8a3b33888d,購屋及遷徒 (195),101年桃園市土地公告現值,行政區(行政區名稱)、段小段(地段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),原始資料,CSV,2018-04-12 19:32:08,380160000A 【地政局】,,,,政府資料開放授權條款－第1版,,,,,UTF-8,"""公告現值, 101, 桃園""",2017-11-23 09:18:52,王俊程,03-3322101#5353,10029563@mail.tycg.gov.tw,
1331,桃園市各項稅收稽徵人力(100年),380260000D 【地方稅務局】,不定期,CSV,項目(項目)、細目(細目)、稅目(稅目)、合計(合計)、地價稅(地價稅)、土地增值稅(土地增值稅)、房屋稅(房屋稅)、使用牌照稅(使用牌照稅)、契稅(契稅)、印花稅(印花稅)、娛樂稅(娛樂稅),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=eca676a7-c459-4d9b-aec0-18559197147f,公共資訊 (948),桃園市各項稅收稽徵人力(100年),項目(項目)、細目(細目)、稅目(稅目)、合計(合計)、地價稅(地價稅)、土地增值稅(土地增值稅)、房屋稅(房屋稅)、使用牌照稅(使用牌照稅)、契稅(契稅)、印花稅(印花稅)、娛樂稅(娛樂稅),原始資料,CSV,2018-03-26 09:57:38,380260000D 【地方稅務局】,9,2011-01-01,2011-12-31,政府資料開放授權條款－第1版,,,,,UTF-8,稅收稽徵人力,2018-02-23 16:59:43,陳小姐,03-3326181分機2230,ttod@tytax.gov.tw,
1332,附屬單位預算營業基金損益綜計表(依收支科目分列),380200000A 【主計處】,每年,CSV,科目1(科目1)、科目2(科目2)、科目3(科目3)、本年度預算數_金額(本年度預算數_金額)、本年度預算數_百分比(本年度預算數_百分比)、上年度預算數_金額(上年度預算數_金額)、上年度預算數_百分比(上年度預算數_百分比)、比較增減_金額(比較增減_金額)、比較增減_百分比(比較增減_百分比),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=ecb15ee6-1a6e-4193-8937-6ee7cec50424,公共資訊 (948),附屬單位預算營業基金損益綜計表(依收支科目分列),科目1(科目1)、科目2(科目2)、科目3(科目3)、本年度預算數_金額(本年度預算數_金額)、本年度預算數_百分比(本年度預算數_百分比)、上年度預算數_金額(上年度預算數_金額)、上年度預算數_百分比(上年度預算數_百分比)、比較增減_金額(比較增減_金額)、比較增減_百分比(比較增減_百分比),原始資料,CSV,2018-03-21 14:35:11,380200000A 【主計處】,,,,政府資料開放授權條款－第1版,,,,,Big5,"""附屬單位預算營業基金損益綜計表, 主計處""",2017-04-25 11:08:47,曾先生,03-3322101#5593,10013928@mail.tycg.gov.tw,
1333,100年桃園市土地公告現值-大溪,380160000A 【地政局】,不定期,CSV,行政區(行政區名稱)、段小段(地段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=ecb54bd7-2bdf-4fb4-aee1-9af7920e206f,購屋及遷徒 (195),100年桃園市桃園土地公告現值,行政區(行政區名稱)、段小段(地段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),原始資料,CSV,2018-04-12 19:23:34,380160000A 【地政局】,,,,政府資料開放授權條款－第1版,,,,,UTF-8,"""公告現值, 100, 桃園""",2017-11-22 10:39:35,王先生,03-3322101#5353,10029563@mail.tycg.gov.tw,
1334,桃園市固定式測速照相,380130000C 【警察局】,不定期,CSV,Bianhao(編號)、address(地點)、camera_direction(相機方向)、Haya_gen(速限)、Latitude(緯度)、Longitude(經度),https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=ecd45ee5-4489-436b-bd08-7d4e4111c4a4,公共資訊 (948),桃園市固定測速照相地點資料,Bianhao(編號)、address(地點)、camera_direction(相機方向)、Haya_gen(速限)、Latitude(緯度)、Longitude(經度),原始資料,CSV,2018-04-02 13:50:47,380130000C 【警察局】,114,2015-01-01,2015-12-31,政府資料開放授權條款－第1版,,,,,UTF-8,"""警察局, 治安, 警察, 交通, 公共資訊""",2015-10-01 01:29:56,陳先生,03-3383140,tahsi05-mis@tyhp.gov.tw,
1335,桃園航空城計畫機場園區第11場預備聽證會議實錄,380160000A 【地政局】,不定期,URL,桃園航空城計畫機場園區第11場預備聽證會議實錄,https://data.tycg.gov.tw//opendata/datalist/datasetMeta?oid=ece518ca-3477-4b53-a1a6-2e2e4db45038,公共資訊 (948),"""擬定桃園國際機場園區及附近地區特定區計畫於103年7月29日經內政部都市計畫委員會第832次會議審定，都市計畫面積為4,687公頃，區段徵收面積為3,155公頃。機場園區為一期開發，開發面積為1,481公頃，由交通部民用航空局辦理，附近地區分為二期開發，開發面積分別為1,160公頃及514公頃，由桃園市政府辦理，其中附近地區第一期於都市計畫審議通過後，即可進行區段徵收相關前置作業，附近地區第二期則需俟第一期之產業招商權責發生率達60％以上始得啟動。 本計畫依據土地徵收條例第10條及其施行細則第11條之1規定，於行政院核定重大建設之徵收範圍內有特定農業區農牧用地土地者，需用土地人需先徵詢地主，如地主對該土地納入徵收之必要性提出異議，經中央目的事業主管機關說明後仍有異議時，依規定由交通部(中央目的事業主管機關)舉辦聽證，本案聽證程序相關庶務工作由交通部民航局與市政府負責。 為使聽證順利進行，本次聽證分為二階段，第一階段為預備聽證，主要目的為釐清聽證爭議點及議定聽證程序；第二階段為正式聽證，就預備聽證所歸納之爭議點作為議題，舉辦聽證時，當事人得陳述意見、提出證據、經主持人同意後得對機關指定人員、其他當事人或代理人等發問，以釐清事實真相，並作成聽證紀錄。 交通部業於104年10月3日至11月15日舉辦機場園區及附近地區(第一期)預備聽證會議，共計24場，參與民眾約5,000人次，實際發言約435人次，各場次依現場民眾陳述意見情形均詳實記錄，並作成預備聽證會議實錄。本場次為104年11月14日(六)機場園區第11場次會議實錄，主持人為白仁德副教授，舉辦地點為大園國中。""",桃園航空城計畫機場園區第11場預備聽證會議實錄,原始資料,URL,2016-02-23 08:42:17,380160000A 【地政局】,1,2015-11-14,2015-11-14,政府資料開放授權條款－第1版,,,,,,"""會議實錄, 航空城, 預備聽證""",2016-02-23 08:35:13,李小姐,(03)3322101分機5315-5318,127175@mail.tycg.gov.tw,
