編號,資料集名稱,資料集說明,資料集連結網址,主要欄位說明,使用對象,授權說明網址,更新頻率,計費方式,資料分類,資料量,資料集提供機關,資料集提供機關聯絡人,資料集提供機關聯絡人電話,資料集空間範圍,資料集語系,資料集類型,關鍵字,備註
612,臺中市104年12月份十大易肇事路段(口),臺中市104年12月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70d8d0-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"104年, 易肇事路段",
613,臺中市105年4月份十大易肇事路段(口),臺中市105年4月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70e1a7-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段",
614,臺中市105年6月份十大易肇事路段(口),臺中市105年6月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70e491-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段",
615,臺中市105年8月份十大易肇事路段(口),臺中市105年8月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70e76e-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段, 8月",
616,臺中市105年10月份十大易肇事路段(口),臺中市105年10月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70ea4d-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段",
617,臺中市政府警察局106年2月份交通事故資料,本局106年2月份交通事故逐案細部資料,http://opendata.taichung.gov.tw/dataset/3b71aa18-1a9f-11e8-8f43-00155d021202,年、月、日、時、分、縣市、區、死、受傷、2-30、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分(類別)、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種、GPS座標X、GPS座標Y\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"106年, 交通事故",
618,臺中市物理治療所及職能治療所,"臺中市物理治療所及職能治療所資訊，包含機構名稱、地址、電話
",http://opendata.taichung.gov.tw/dataset/3b02b810-1a9f-11e8-8f43-00155d021202,機構名稱、地址、電話\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,就醫,22,臺中市政府衛生局,曾綉娟,04-25265394#3211,,中文,rawData,"物理治療,職能治療所",
619,臺中市政府警察局106年4月分交通事故資料,本局106年4月分交通事故逐案細部資料,http://opendata.taichung.gov.tw/dataset/3b71af0f-1a9f-11e8-8f43-00155d021202,年、月、日、時、分、縣市、區、死、受傷、2-30、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分(類別)、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種、GPS座標X、GPS座標Y\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"106年,交通事故,地理資料",
620,臺中市106年8月份十大易肇事路口(段),臺中市106年8月份十大易肇事路口(段),http://opendata.taichung.gov.tw/dataset/3b71a289-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"106年, 易肇事路口",
621,106年臺中市統計年報-工商經濟類,收錄本市工商經濟相關統計數據,http://opendata.taichung.gov.tw/dataset/fa2ceee5-bad5-483e-8a84-c176d28664b4,臺中市商業登記家數與資本額、臺中市公司登記家數及資本額、臺中市公司登記家數及資本額－按組織別分、臺中市公司登記家數及資本額－按行業別分、臺中市營運中工廠家數、臺中市工廠登記家數－按地區別及行業別分、臺中市營利事業家數及營業額、臺中市公有批發市場、臺中市蔬菜水果毛豬批發交易量及交易金額、臺中市公有傳統零售市場 、臺中市公有超級市場、臺中市各瓦斯公司供應瓦斯戶數及供氣量、臺中市電力供應情形、工商及服務業普查臺中市概況 ,一般民眾,https://data.gov.tw/license,每年,免費,公共資訊,135,臺中市政府主計處,劉家瑋,04-22289111#19314,臺中市、臺中市各行政區,中文,rawData,"工商經濟,統計年報",
622,臺中市禁止遊動廣告車輛停放路段,提供臺中市禁止遊動廣告車輛停放路段,http://opendata.taichung.gov.tw/dataset/1b31f363-1b54-11e8-8f43-00155d021202,臺中市禁止遊動廣告車輛停放路段,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,交通資訊,0,臺中市政府交通局,游國敏,04-22289111#60542,全臺中市,中文,rawData,禁止遊動廣告車,
623,臺中市政府警察局106年1月份交通事故資料,本局106年1月份交通事故逐案細部資料,http://opendata.taichung.gov.tw/dataset/3b71a883-1a9f-11e8-8f43-00155d021202,年、月、日、時、分、縣市、區、死、受傷、2-30、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分(類別)、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種、,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"106年,交通事故",
624,臺中市105年2月份十大易肇事路段(口),臺中市105年2月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70de9a-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段",
625,臺中市105年1月份十大易肇事路段(口),臺中市105年1月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70dd24-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段",
626,臺中市105年3月份十大易肇事路段(口),臺中市105年3月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70e019-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段",
627,臺中市105年5月份十大易肇事路段(口),臺中市105年5月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70e321-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段",
628,臺中市105年7月份十大易肇事路段(口),臺中市105年7月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70e603-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 7月, 易肇事路段",
629,臺中市105年9月份十大易肇事路段(口),臺中市105年9月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70e8dc-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路, 9月",
630,臺中市105年12月份十大易肇事路段(口),臺中市105年12月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b70ebc4-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"105年, 易肇事路段",
631,臺中市道路調撥車道資訊,提醒用路人行車相關資訊,http://opendata.taichung.gov.tw/dataset/3b71905d-1a9f-11e8-8f43-00155d021202,車道調撥時間起訖、異動說明、路段座標、道路路段編號,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,交通資訊,1,臺中市政府交通局,陳韋志,22289111 #60433,,中文,rawData,虹揚橋,
632,臺中市執業獸醫師(佐)清冊,臺中市執業獸醫師(佐)清冊,http://opendata.taichung.gov.tw/dataset/3b02bdbc-1a9f-11e8-8f43-00155d021202,執業執照字號、獸醫師(佐)姓名、服務獸醫診療機構,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,就醫,0,臺中市政府農業局,籃秀珍,23869425#510,臺中市,中文,rawData,臺中市執業獸醫師(佐)清冊,
633,臺中市健康盒餐業者名冊,臺中市健康盒餐業者名冊,http://opendata.taichung.gov.tw/dataset/3b09cbbb-1a9f-11e8-8f43-00155d021202,區別 店家 盒餐名稱,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,生活安全及品質,0,臺中市政府衛生局,詹淑娟,04-25265394,,中文,rawData,健康盒餐,
634,臺中市106年7月份十大易肇事路段(口),臺中市106年7月份十大易肇事路段(口),http://opendata.taichung.gov.tw/dataset/3b719c76-1a9f-11e8-8f43-00155d021202,轄區分局、路口名稱、發生時間、主要肇因、件數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"106年, 易肇事路段",
635,臺中市現行兒童預防接種時程,臺中市現行兒童預防接種疫苗項目及接種時程,http://opendata.taichung.gov.tw/dataset/3b09c09a-1a9f-11e8-8f43-00155d021202,疫苗項目、劑次、接種時程、備註,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,就醫,23,臺中市政府衛生局,張瑋真,(04)25265394#3532,,中文,rawData,"預防接種, 疫苗, 接種時程",
636,臺中市居家護理所名冊,臺中市居家護理所名冊,http://opendata.taichung.gov.tw/dataset/3b16ce9c-1a9f-11e8-8f43-00155d021202,機構名稱、地址、負責人、機構電話,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,就醫,0,臺中市政府衛生局,李幸嬪,0425265394+3251,全臺中市,中文,rawData,居家護理,
637,臺中市政府警察局106年8月份交通事故資料,臺中市政府警察局106年8月份交通事故資料,http://opendata.taichung.gov.tw/dataset/3b71a10d-1a9f-11e8-8f43-00155d021202,年、月、日、時、分、縣市、區、死、受傷、2-30、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分(類別)、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種、GPS座標X、GPS座標Y\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"106年,交通事故,地理資料",
638,臺中市政府警察局106年3月份交通事故資料,本局106年3月交通事故逐案細部資料,http://opendata.taichung.gov.tw/dataset/3b71ab92-1a9f-11e8-8f43-00155d021202,年、月、日、時、分、縣市、區、死、受傷、2-30、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分(類別)、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種、GPS座標X、GPS座標Y\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,交通資訊,0,臺中市政府警察局,施勝民,04-23274275,,中文,rawData,"106年,交通事故,地理資料",
