提供機關名稱,資料集名稱,瀏覽人次,下載次數,資料集評分,上架日
衛生福利部社會及家庭署,衛生福利部社會及家庭署105年度4月份會計月報,529,22,,2016/05/09
教育部國民及學前教育署,高級中等學校優質認證情形,822,60,,2016/05/09
臺灣花蓮地方法院,公告臺灣花蓮地方法院105年4月會計月報(XML檔),314,10,,2016/05/09
法務部矯正署,矯正署八德外役監獄105年會計報告(按月),431,108,100,2016/05/11
財政部國庫署,公益彩券回饋金運用計畫,301,18,,2016/05/09
教育部資訊及科技教育司,教育部綠色學校掛牌學校名單,546,32,,2016/05/12
臺灣高雄地方法院,臺灣高雄地方法院105年度4月份會計月報,402,11,,2016/05/09
教育部資訊及科技教育司,提供補助大專校院安全衛生教育訓練課程名單,325,13,,2016/05/12
教育部資訊及科技教育司,教育部補助高中等以上學校園節能資源及環境安全衛生計畫名單,370,22,,2016/05/12
桃園市政府都市發展局,桃園市公共設施用地已闢建面積,450,22,,2016/05/09
桃園市政府都市發展局,桃園市公共設施用地計畫面積,"1,544",36,,2016/05/09
桃園市政府都市發展局,桃園市都市計畫地區種類,431,30,,2016/05/09
桃園市政府都市發展局,桃園市都市計畫土地使用面積,699,47,,2016/05/09
桃園市政府消防局,桃園市政府消防局歷年救護相關資料統計,607,51,100,2016/05/04
桃園市政府都市發展局,104年度桃園市都市設計審議委員第2審議會全年審議結果數,420,8,,2016/05/09
桃園市政府都市發展局,桃園市公共設施用地已取得面積,833,25,,2016/05/09
桃園市政府都市發展局,桃園市都市計畫面積及人口,"2,083",120,,2016/05/09
交通部高速公路局,高雄港聯外高架道路計畫A區段施工介紹,543,28,,2016/05/10
法務部矯正署,矯正署八德外役監獄法定預算(按年),"1,348",523,,2016/05/11
法務部矯正署,矯正署八德外役監獄預算案(按年),339,12,,2016/09/10
法務部矯正署,矯正署八德外役監獄分決算(按年),134,7,,2017/04/28
桃園市政府消防局,桃園市願意配合推動供氣定型化契約瓦斯行清冊,610,64,100,2016/05/10
桃園市政府消防局,桃園市災害防救團體,501,26,100,2016/05/10
桃園市政府消防局,桃園市申請燃氣熱水器遷移或汰換補助流程,834,31,100,2016/05/10
桃園市政府消防局,桃園市政府消防局辦理各項訓練統計,427,98,100,2016/05/10
臺灣苗栗地方法院,臺灣苗栗地方法院105年4月會計報告.xml,406,11,,2016/05/11
教育部資訊及科技教育司,教育部補助高級中等以下學校防災校園建置計畫-各縣市獲補助學校名單,544,42,,2016/05/12
公務人員退休撫卹基金管理委員會,公務人員退休撫卹基金管理委員會104年單位決算書,411,28,,2016/05/11
教育部技術及職業教育司,大專校院校外實習媒合平臺,589,49,,2016/06/01
行政院公共工程委員會,公共工程品質管理訓練班性別人數統計,545,14,,2016/05/13
行政院公共工程委員會,重大公共建設計畫證照許可行政作業精進實施要點,502,23,,2016/05/13
行政院公共工程委員會,政府公共工程計畫與經費審議作業要點,901,142,,2016/05/13
行政院公共工程委員會,共通性與對照性項目基本資料庫,843,59,,2016/05/13
公平交易委員會,105年4月份反托拉斯基金會計報告,"1,255",162,,2016/05/11
臺灣雲林地方法院,臺灣雲林地方法院105年4月份會計月報,349,16,,2016/05/12
臺灣銀行股份有限公司,臺灣銀行財務資訊,379,56,100,2016/05/13
國立自然科學博物館,國立自然科學博物館104年度決算書表,272,16,,2016/07/15
桃園市政府警察局,桃園市政府警察局預算彙整表(各年度、所屬各機關),388,17,,2016/05/12
桃園市政府警察局,桃園市政府警察局101~105年大溪分局預算表,"1,867",22,,2017/01/09
桃園市政府警察局,桃園市政府警察局100~105年主管預算表,474,22,,2017/01/09
桃園市政府消防局,桃園市地震斷層帶圖資,"3,613",399,80,2016/05/11
臺灣臺南地方法院,105年4月臺灣臺南地方法院會計報告,487,34,,2016/05/13
交通部公路總局,"交通部公路總局轄區道路認養統計表 ",478,76,,2017/02/08
福建金門地方法院,福建金門地方法院105年度4月份會計月報,"1,560",78,100,2016/05/13
教育部資訊及科技教育司,教育部教師e學院數位學習課程清單,715,63,,2016/05/31
臺灣新竹地方法院,臺灣新竹地方法院105年4月會計月報,400,18,,2016/05/13
教育部統計處,各級學校概況—學生數及畢業生數,719,171,20,2016/06/15
教育部統計處,各級學校概況—校數、專任教師數及職員數,473,110,,2016/06/15
教育部統計處,各級學校年齡別學生人數,973,191,,2016/06/15
教育部統計處,國民中學概況—按學校所在縣市別分,484,74,,2016/06/15
教育部統計處,國民中學概況—按設立別分,338,44,,2016/06/15
教育部統計處,國民中小學補習學校概況—按學校所在縣市別分,411,53,,2016/06/15
教育部統計處,國民中小學補習學校概況—按設立別分,464,55,,2016/06/15
教育部統計處,國民小學概況—按學校所在縣市別分,484,94,,2016/06/15
教育部統計處,國民小學概況—按設立別分,391,59,,2016/06/15
教育部統計處,大專校院概況,515,123,20,2016/06/15
教育部統計處,大專進修學校概況—按設立別分,427,58,,2016/06/15
教育部統計處,宗教研修學院概況,310,29,,2016/06/15
教育部統計處,幼兒園概況—按學校所在縣市別分,773,162,,2016/06/15
教育部統計處,幼兒園概況—按設立別分,597,95,,2016/06/15
教育部統計處,特殊教育學校概況,289,43,,2016/06/15
教育部統計處,特殊教育概況,"1,963",64,,2016/06/15
教育部統計處,空中大學概況,438,65,,2016/06/15
教育部統計處,空中進修專校及空中進修學院學生數,445,45,,2016/06/15
教育部統計處,高級中等學校概況—按學校所在縣市別分,634,121,,2016/06/15
教育部統計處,高級中等學校概況—按設立別分,399,50,,2016/06/15
監察院,監察院105年04月會計月報,746,20,,2016/05/13
桃園市政府警察局,桃園市政府警察局101~105年中壢分局預算表,809,14,,2017/01/09
桃園市政府民政局,桃園市各區公墓資訊,"4,212",72,,2016/05/13
桃園市政府衛生局,104年度桃園市烘培業餐飲衛生分級評核名單,552,37,,2016/05/12
桃園市政府民政局,桃園市各區公立納骨塔資訊,"1,761",107,80,2016/05/13
桃園市政府衛生局,104年度桃園市早餐業餐飲衛生分級評核名單,606,33,,2016/05/12
桃園市政府警察局,桃園市政府警察局101~105年局本部預算表,406,23,,2017/01/09
桃園市政府消防局,桃園市消防實用英文,489,29,100,2016/05/13
桃園市政府警察局,桃園市政府警察局101~105年刑事警察大隊預算表,299,32,,2017/01/09
桃園市政府民政局,桃園市各區禁葬公墓資訊,"1,183",65,,2016/05/13
桃園市政府警察局,桃園市政府警察局101~105年保安警察大隊預算表,371,22,,2017/01/09
國家發展委員會,「四大新興智慧型產業」執行進度報告,819,184,,2016/05/29
國家發展委員會,具創新能力之新創事業認定原則,705,107,,2016/05/29
國家發展委員會,推動創新創業帶動臺灣產業發展,398,28,,2016/05/29
國家發展委員會,創新拔萃方案懶人包,383,60,,2016/05/29
國家發展委員會,全面推廣政府服務流程改造工作圈清單,463,51,,2016/05/17
交通部觀光局,大鵬灣觀光產業聯盟會員名冊資料,"1,036",112,20,2017/02/16
交通部觀光局,大鵬灣遊憩區遊客人數,"1,872",257,100,2017/02/16
桃園市政府消防局,桃園市燃氣熱水器技術士清冊,462,45,100,2016/05/10
桃園市政府警察局,桃園市政府警察局101~105年蘆竹分局預算表,330,33,,2017/01/09
桃園市政府消防局,桃園市防焰性能認證合格廠商,523,23,100,2016/05/10
桃園市政府消防局,桃園市政府消防局104年昌鴻颱風天然災害人員傷亡、建物損失、重大災害財物損失報表,392,16,100,2016/05/11
桃園市政府消防局,桃園市政府消防局104年杜鵑颱風天然災害人員傷亡、建物損失、重大災害財物損失報表,497,21,100,2016/05/11
桃園市政府消防局,桃園市消防安全設備檢修申報,"1,127",60,80,2016/05/10
桃園市政府警察局,桃園市政府警察局101~105年楊梅分局預算表,818,11,,2017/01/09
桃園市政府消防局,桃園市消防安全檢查列管對象,938,67,100,2016/05/10
桃園市政府消防局,桃園市消防安全設備查察處理,698,25,100,2016/05/10
桃園市政府警察局,桃園市政府警察局101~105年大園分局預算表,407,14,,2017/01/09
桃園市政府警察局,桃園市政府警察局101~105年少年警察隊預算表,276,10,,2017/01/09
桃園市政府警察局,桃園市政府警察局101~105年婦幼謷察大隊預算表,513,12,,2017/01/11
桃園市政府警察局,桃園市政府警察局101~105年龜山分局預算表,782,11,,2017/01/11
桃園市政府消防局,桃園市設置防焰物品場所,455,28,100,2016/05/10
桃園市政府警察局,桃園市政府警察局101~105年平鎮分局預算表,496,11,,2017/01/09
桃園市政府消防局,桃園市消防客語,"1,727",16,100,2016/05/16
桃園市政府警察局,桃園市政府警察局101~105年桃園分局預算表,458,15,,2017/01/09
桃園市政府警察局,桃園市政府警察局101~105年龍潭分局預算表,615,14,,2017/01/09
桃園市政府消防局,桃園市防火管理執行情形,"2,129",42,100,2016/05/10
桃園市政府消防局,桃園市義勇消防人員數,565,28,100,2016/05/10
桃園市政府警察局,桃園市政府警察局101~105年八德分局預算表,573,16,,2017/01/09
國家發展委員會,臺灣公共治理研究中心災防議題研究清單,501,51,,2016/05/29
國家發展委員會,臺灣公共治理研究中心財政議題研究清單,500,51,,2016/05/29
國家發展委員會,臺灣公共治理研究中心組織議題研究清單,368,51,,2016/05/29
國家發展委員會,臺灣公共治理研究中心管理議題研究清單,473,48,,2016/05/29
雲林縣政府,105雲林縣都市計畫委員會,781,38,,2016/05/18
雲林縣政府,105雲林縣現有巷道改道或廢止審議委員會,439,10,,2016/05/18
雲林縣政府,105雲林縣區域計畫委員會兼非都市土地使用分區及使用地變更專責審議小組,507,16,,2016/05/18
經濟部專業人員研究中心,經濟部專業人員研究中心_課程資訊,485,29,,2016/06/15
經濟部專業人員研究中心,經濟部專業人員研究中心_年度訓練計畫執行概況表,279,12,,2016/06/15
國家發展委員會,育才、留才及攬才整合方案,709,68,100,2016/05/29
國家發展委員會,育才、留才及攬才整合方案執行成果及檢討報告,586,80,100,2016/05/29
國家發展委員會,人力加值培訓產業發展方案,482,31,,2016/05/29
國家發展委員會,人力加值培訓產業發展方案執行成果報告,429,31,100,2016/05/29
國家發展委員會,"APEC Human Resources Working Group (HRDWG)會議相關資料",404,42,100,2016/05/30
國家發展委員會,完善生養環境方案,"1,014",138,100,2016/05/29
國家發展委員會,我國薪資成長與所得分配分析及對策,499,63,100,2016/05/29
國家發展委員會,改善所得分配具體方案,315,38,100,2016/05/29
國家發展委員會,社會保險及退休金制度簡表,818,114,100,2016/05/29
國家發展委員會,全球競才方案,666,84,100,2016/05/29
國家發展委員會,強化優秀僑外生留臺工作行動計畫,560,65,100,2016/05/29
國家發展委員會,全球競才方案執行成果報告,577,53,100,2016/05/29
國家發展委員會,國發會兩公約定期報告,350,32,100,2016/05/29
國家發展委員會,國家發展委員會政策宣導相關廣告預算,303,43,,2016/05/24
國家發展委員會檔案管理局,機關檔案管理調查結果,247,18,,2016/05/30
教育部資訊及科技教育司,教育部補助大專校院辦理永續發展、防減災與氣候變遷調適學分學程名單,461,20,,2016/05/20
金融監督管理委員會銀行局,票券商業務人員表單,466,23,,2016/05/19
行政院原子能委員會輻射偵測中心,台灣地區核能設施環境輻射監測報告,550,59,,2016/05/18
行政院原子能委員會輻射偵測中心,龍門核能電廠運轉前環境背景輻射監測報告,484,23,100,2016/05/18
行政院原子能委員會輻射偵測中心,台灣地區放射性落塵與食品調查偵測報告,623,89,,2016/05/18
桃園市政府研究發展考核委員會,"2016台灣燈會官網Google Analytics分析資料","1,295",376,20,2016/05/18
國家發展委員會,消費提振措施,916,47,,2016/06/14
國家發展委員會,經濟體質強化措施,221,61,,2016/06/14
國家發展委員會,"商品出口轉型行動方案 ",351,22,,2016/06/14
雲林縣環境保護局,雲林縣巨大垃圾統計月報,471,46,,2016/06/13
國家發展委員會,當前經濟情勢月報,363,49,,2016/06/02
國家發展委員會,當前經濟情勢簡報,419,111,,2016/06/14
教育部國民及學前教育署,我國2至6歲幼兒身體發展常模資料庫,"1,990",249,,2016/05/19
國家發展委員會,當前物價穩定措施,"5,300",52,,2016/06/14
國家發展委員會,臺灣景氣指標月刊,357,23,,2016/06/14
新北市政府社會局,新北市歷年家暴案量統計,718,112,,2016/05/19
新北市政府社會局,新北市歷年性侵害案量統計,486,73,60,2016/05/19
新北市政府工務局,公寓大廈管理組織報備清冊,"6,147",761,100,2016/05/19
國家發展委員會,歷屆政府服務品質獎入圍機關名單,542,78,,2016/05/29
教育部資訊及科技教育司,教育部補助大專校院辦理永續發展、防減災與氣候變遷調適通識課程名單,531,20,,2016/05/20
教育部資訊及科技教育司,環境教育人員認證研習資訊彙整,333,11,,2016/05/30
教育部體育署,我國歷年主承辦國際賽會統計,453,64,,2016/05/19
考選部,考選部105年4月份會計報告,372,8,,2016/05/19
桃園市政府觀光旅遊局,桃園市最新非法營業旅宿名單,"1,007",142,100,2016/05/16
桃園市政府警察局,桃園市政府警察局101~105年交通警察大隊預算表,224,11,,2017/01/09
桃園市政府觀光旅遊局,2015桃園好棧得獎業者,444,25,,2016/05/16
桃園市政府觀光旅遊局,桃園市政府觀光旅遊局對民間團體補(捐)助經費資料,504,107,,2016/05/16
