"編號","資料名稱","資料來源","更新頻率","檔案格式","資料連結網址","分類及編號","資料集描述","主要欄位說明","資料集類型","最後更新時間","資料集提供機關","資料量","收錄期間(起)","收錄期間(迄)","授權方式","計費方式","計費說明網址","計費法令依據","資料集說明網址","編碼格式","標籤/關鍵字","建立日期","資料集提供機關聯絡人","資料集提供機關電話","資料集提供機關聯絡人電子郵件","備註"
"467","社會福利統計_臨時看護補助","臺北市政府社會局","每季","ods","https://beta.data.taipei/dataset/detail/metadata?id=1383f142-d547-43a8-ae4f-069acf80c80e","公共資訊","社會福利統計_臨時看護補助資料呈現於【社會局局網>統計資料 > 預告統計資料發布時間表】
","社會福利統計_臨時看護補助","網路服務","2018-04-30 16:03:21","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-05-14 15:47:05","吳亞凡","02-27206528","ha_10816@mail.taipei.gov.tw",""
"468","社會福利統計_高風險家庭服務","臺北市政府社會局","每年","ods","https://beta.data.taipei/dataset/detail/metadata?id=ea2f255e-bd04-43ba-8eec-d71810ebc391","公共資訊","社會福利統計_高風險家庭服務資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】","社會福利統計_高風險家庭服務","網路服務","2018-04-30 15:58:20","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-06 11:17:34","吳亞凡","02-27206528","ha_10816@mail.taipei.gov.tw",""
"469","社會福利統計_兒少安置機構管理","臺北市政府社會局","每半年","ods","https://beta.data.taipei/dataset/detail/metadata?id=3d4b045a-4206-404d-b8d9-aa8e2626698d","公共資訊","社會福利統計_兒少安置機構管理資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】
","社會福利統計_兒少安置機構管理","網路服務","2018-04-30 15:47:18","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-06 11:24:06","曾貴苓","02-27256974","ha_11130@mail.taipei.gov.tw",""
"470","社會福利統計_中低收入老人生活津貼","臺北市政府社會局","每月","ods","https://beta.data.taipei/dataset/detail/metadata?id=8fc2c933-52c4-4bbd-84cb-5b0523e62337","公共資訊","社會福利統計_中低收入老人生活津貼資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】","社會福利統計_中低收入老人生活津貼","網路服務","2018-04-30 15:37:14","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-05 10:28:59","連欣儀","02-27208889-1621","ha_yvon@mail.taipei.gov.tw",""
"471","社會福利統計_身心障礙福利機構概況","臺北市政府社會局","每季","ods","https://beta.data.taipei/dataset/detail/metadata?id=a4b184b6-8e35-4db8-8933-dec256599559","公共資訊","社會福利統計_身心障礙福利機構概況資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】","社會福利統計_身心障礙福利機構概況","網路服務","2018-04-30 15:24:43","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-06 15:29:55","林冠妙","02-28353456-6291","miao1019@mail.taipei.gov.tw",""
"472","社會福利統計_身心障礙證明(手冊)管理","臺北市政府社會局","每季","ods","https://beta.data.taipei/dataset/detail/metadata?id=cbc29b1c-ba9d-4bad-8883-ff4cb063a56e","公共資訊","社會福利統計_身心障礙證明(手冊)管理資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】
","社會福利統計_身心障礙證明(手冊)管理","網路服務","2018-04-30 15:19:45","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-05-19 10:51:49","王律筑","02-27597727","ha_elisha@mail.taipei.gov.tw",""
"473","社會福利統計_身障租金補貼","臺北市政府社會局","每季","ods","https://beta.data.taipei/dataset/detail/metadata?id=fc84b83a-10ce-40ae-849f-58454dafc72d","公共資訊","社會福利統計_身障租金補貼資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】","社會福利統計_身障租金補貼","網路服務","2018-04-30 15:11:36","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-06 14:57:14","葉祥民","02-27256963-6963","ha-amen@mail.taipei.gov.tw",""
"474","社會福利統計_身心障礙者生活補助申請","臺北市政府社會局","每月","ods","https://beta.data.taipei/dataset/detail/metadata?id=9f513f50-9af8-4d3e-9074-2226804fddbd","公共資訊","社會福利統計_身心障礙者生活補助申請呈現於【社會局網站> 統計資料 > 預告統計資料發布時間表】
","社會福利統計_身心障礙者生活補助申請","網路服務","2018-04-30 15:06:56","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-06 14:16:21","連欣儀","02-27208889-1621","ha_yvon@mail.taipei.gov.tw",""
"475","社會福利統計_低收、中低收入老人修繕住屋補助","臺北市政府社會局","每半年","XLS","https://beta.data.taipei/dataset/detail/metadata?id=e664b073-b954-4010-a46f-7166d5b1484e","公共資訊","社會福利統計_低收、中低收入老人修繕住屋補助資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】","社會福利統計_低收、中低收入老人修繕住屋補助","網路服務","2018-04-30 15:02:08","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-06 11:34:53","邴起正","02-27256968","ha_40806@mail.taipei.gov.tw",""
"476","簽署同意書提醒事項","臺北市都市更新處","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=67636076-629e-477e-96c5-f9cb43852973","公共資訊","簽署同意書提醒事項","主旨、日期、名稱、超連結","原始資料","2018-04-30 12:24:35","臺北市都市更新處","1","","","依政府資料開放授權條款-第1版","免費","","","","utf-8","","2014-12-31 11:54:23","徐宇昕 ","27815696#3078","ur00620@mail.taipei.gov.tw ",""
"477","臺北市社區營造中心暨URS都市再生前進基地資料清冊","臺北市都市更新處","每年","CSV","https://beta.data.taipei/dataset/detail/metadata?id=351cdb70-f449-43f8-a347-2e6e3a88d4a3","公共資訊","臺北市社區營造中心暨URS都市再生前進基地資料清冊","基地編號、名稱、地址、說明","原始資料","2018-04-30 12:18:01","臺北市都市更新處","12","","","依政府資料開放授權條款-第1版","免費","","","","utf-8","","2014-12-31 11:51:49","藍嘉俊 ","27815696#3118","  ur00700@mail.taipei.gov.tw  ",""
"478","臺北市都市更新相關法規","臺北市都市更新處","每季","CSV","https://beta.data.taipei/dataset/detail/metadata?id=6bc30ace-9322-412c-9092-aa151bdf4a03","公共資訊","臺北市都市更新相關法規
","主旨、超連結","原始資料","2018-04-30 12:14:13","臺北市都市更新處","1","","","依政府資料開放授權條款-第1版","免費","","","","utf-8","","2014-12-31 11:52:50","葉丹渝 ","02-27815696-3033","ur00690@mail.taipei.gov.tw ",""
"479","都市更新停看聽","臺北市都市更新處更新事業科","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=e1ae12f7-2696-40df-a1c7-944adb468838","公共資訊","都市更新停看聽","主旨、超連結","原始資料","2018-04-30 11:57:02","臺北市都市更新處更新事業科","1","","","依政府資料開放授權條款-第1版","免費","","","","utf-8","","2014-12-31 11:05:24","毛胤儒","02-27815696#3086","momogcd007@uro.taipei.gov.tw",""
"480","更新(地區)範圍圖資訊","臺北市都市更新處","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=2b98d648-4b27-4eeb-819b-6a70769fb9f6","公共資訊","更新(地區)範圍圖資訊","主旨、超連結","原始資料","2018-04-30 11:54:52","臺北市都市更新處","1","","","依政府資料開放授權條款-第1版","免費","","","","utf-8","","2014-12-31 11:05:08","蔡嘉昇","02-27815696#3034","iamdeep814@uro.taipei.gov.tw",""
"481","審議會議程及記錄","臺北市都市更新處更新事業科","每週","CSV","https://beta.data.taipei/dataset/detail/metadata?id=04e7d767-7558-4482-ab2d-dac2e1c5236e","公共資訊","審議會議程及記錄","主旨、超連結","原始資料","2018-04-30 11:54:29","臺北市都市更新處更新事業科","1","","","依政府資料開放授權條款-第1版","免費","","","","utf-8","","2014-12-31 10:59:11","毛胤儒","02-27815696#3086","momogcd007@uro.taipei.gov.tw",""
"482","臺北市都市更新及爭議處理審議會歷次會議通案重要審議原則","臺北市都市更新處更新事業科","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=6ba016ce-8347-4572-a284-6c962b93f1d7","公共資訊","臺北市都市更新及爭議處理審議會歷次會議通案重要審議原則","主旨、日期、名稱、超連結","原始資料","2018-04-30 10:22:31","臺北市都市更新處更新事業科","1","","","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2014-12-31 11:54:31","毛胤儒","02-27815696#3086","momogcd007@uro.taipei.gov.tw",""
"483","都市更新事業及權利變換計畫內有關費用提列總表","臺北市都市更新處更新事業科","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=812d893a-3271-4274-b206-90f655f8eeb1","公共資訊","都市更新事業及權利變換計畫內有關費用提列總表
","主旨、日期、名稱、超連結","原始資料","2018-04-30 10:22:08","臺北市都市更新處更新事業科","1","","","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2014-12-31 10:57:30","毛胤儒","02-27815696#3086","momogcd007@uro.taipei.gov.tw",""
"484","臺北市政府100年度至107年度歲入預決算比較表","臺北市政府財政局","每年2次","CSV","https://beta.data.taipei/dataset/detail/metadata?id=a04fff0c-48d5-4b53-89f2-71aee53cbb17","公共資訊","1.主計處網站公告00年度臺北市政府地方總預算資料。
2.依前開地方總預算資料編製臺北市政府歲入預決算比較表。
","100-107年度各年度預決算資料","原始資料","2018-04-30 10:21:53","臺北市政府財政局","0筆","2017-01-01","2017-12-31","依政府資料開放授權條款-第1版","免費","無","無","","utf-8","歲入預決算,比較表,臺北市政府","2015-04-29 13:48:25","溫雅媜","02-27208889-6286","ca_970915@mail.taipei.gov.tw",""
"485","臺北市都市更新事業(重建區段)建築物工程造價要項","臺北市都市更新處更新事業科","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=8efa290f-8f5a-4229-9643-9f9360b2a503","公共資訊","臺北市都市更新事業(重建區段)建築物工程造價要項
","主旨、日期、名稱、超連結","原始資料","2018-04-30 10:21:43","臺北市都市更新處更新事業科","1","","","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2014-12-31 10:57:45","毛胤儒","02-27815696#3086","momogcd007@uro.taipei.gov.tw",""
"486","臺北市都市再生前進基地推動計畫補助要點","臺北市都市更新處","每年","doc","https://beta.data.taipei/dataset/detail/metadata?id=c12b99de-8599-4ac5-afa1-070baa33b026","公共資訊","臺北市都市再生前進基地推動計畫補助要點","臺北市都市再生前進基地推動計畫補助要點","原始資料","2018-04-30 10:09:06","臺北市都市更新處","","","","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2014-12-31 11:46:16","藍嘉俊 ","02-27815696#3118","ur00700@mail.taipei.gov.tw ",""
"487","臺北市政府經管華山大草原(華山地區行六綠美化基地)申請辦理活動要點","臺北市都市更新處","每年","docx","https://beta.data.taipei/dataset/detail/metadata?id=c1d1edb2-06eb-4126-b978-5337ef5f62eb","公共資訊","臺北市政府經管華山大草原(華山地區行六綠美化基地)申請辦理活動要點","臺北市政府經管華山大草原(華山地區行六綠美化基地)申請辦理活動要點","原始資料","2018-04-30 10:04:17","臺北市都市更新處","","","","依政府資料開放授權條款-第1版","免費","","","","UTF-8","","2014-12-31 11:51:36","藍嘉俊 ","27815696#3118","ur00700@mail.taipei.gov.tw ",""
"488","社會福利統計_身障者專用停車位識別證申請","臺北市政府社會局","每季","","https://beta.data.taipei/dataset/detail/metadata?id=c6f549bd-903b-437b-99eb-542450ce7a43","公共資訊","社會福利統計_身障者專用停車位識別證申請資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】","社會福利統計_身障者專用停車位識別證申請","網路服務","2018-04-27 18:37:37","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","","","2015-08-06 14:47:40","陳文菲","02-27256995-6995","haf-liwen@mail.taipei.gov.tw",""
"489","社會福利統計_身心障礙者日間照顧及住宿照顧費用補助","臺北市政府社會局","每季","ods","https://beta.data.taipei/dataset/detail/metadata?id=81628831-c92b-4524-8610-6601ddb1c4ec","公共資訊","社會福利統計_身心障礙者日間照顧及住宿照顧費用補助資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】","社會福利統計_身心障礙者日間照顧及住宿照顧費用補助","網路服務","2018-04-27 18:32:06","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-06 15:12:31","陳宣如","02-27208889-6963","ru41341@mail.taipei.gov.tw ",""
"490","社會福利統計_臺北市市民醫療補助","臺北市政府社會局","每季","ods","https://beta.data.taipei/dataset/detail/metadata?id=c5e6bff4-5907-4e60-91ed-ea88bc8dc063","公共資訊","社會福利統計_臺北市市民醫療補助資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】","社會福利統計_臺北市市民醫療補助","網路服務","2018-04-27 18:26:53","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-05 16:14:19","陳姿婷","02-27597725-1609","ha_egg@mail.taipei.gov.tw",""
"491","社會福利統計_災害救助","臺北市政府社會局","不定期","ods","https://beta.data.taipei/dataset/detail/metadata?id=a80c1202-36dd-4ad5-b050-8de837556a69","公共資訊","社會福利統計_災害救助資料呈現於【社會局局網> 統計資料 > 預告統計資料發布時間表】
","社會福利統計_災害救助","網路服務","2018-04-27 18:21:46","臺北市政府社會局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2015-08-06 14:38:10","游婷婷","02-27597726","zcxq2001@mail.taipei.gov.tw",""
